ID,treatment,version,problemNumber,problem,problemType,responseTime,accuracy,sessionNo,mrDifficulty,changeMrDifficulty,programDifficulty,changeProgramDifficulty,age,gender,race,occupation,yearsProgramming,numPL
p00047,A,version2,50,311.bmp,TREE,37.78155136108398,1,,,,,,27,Female,Asian,Full-time job that involves programming,4,2
p00047,A,version2,51,29.BMP,ARRAY,13.93638324737549,1,,,,,,27,Female,Asian,Full-time job that involves programming,4,2
p00047,A,version2,52,77.BMP,MENTAL,6.65739917755127,1,,,,,,27,Female,Asian,Full-time job that involves programming,4,2
p00047,A,version2,53,302.bmp,TREE,92.01390838623047,1,,,,,,27,Female,Asian,Full-time job that involves programming,4,2
p00047,A,version2,54,143.bmp,CODING,12.91422653198242,1,,,,,,27,Female,Asian,Full-time job that involves programming,4,2
p00047,A,version2,55,117.jpg,MENTAL,15.68265056610107,1,,,,,,27,Female,Asian,Full-time job that involves programming,4,2
p00047,A,version2,56,150.bmp,CODING,3.619874477386475,1,,,,,,27,Female,Asian,Full-time job that involves programming,4,2
p00047,A,version2,57,64.BMP,MENTAL,3.058092355728149,0,,,,,,27,Female,Asian,Full-time job that involves programming,4,2
p00047,A,version2,58,115.jpg,MENTAL,38.19129180908203,1,,,,,,27,Female,Asian,Full-time job that involves programming,4,2
p00047,A,version2,59,51.BMP,TREE,8.845161437988281,1,,,,,,27,Female,Asian,Full-time job that involves programming,4,2
p00047,A,version2,60,207.bmp,ARRAY,50.77462768554688,1,,,,,,27,Female,Asian,Full-time job that involves programming,4,2
p00047,A,version2,61,17.BMP,ARRAY,20.523193359375,1,,,,,,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,1,93.jpg,MENTAL,7.060264587402344,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,2,127.bmp,CODING,10.54746150970459,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,3,330.bmp,ARRAY,50.80525588989258,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,4,59.BMP,TREE,7.893636703491211,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,5,309.bmp,TREE,43.89468765258789,0,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,6,4.BMP,ARRAY,7.921844482421875,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,7,13.BMP,ARRAY,12.11839485168457,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,8,321.bmp,TREE,23.66450119018555,0,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,9,98.jpg,MENTAL,15.83206462860107,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,10,206.bmp,ARRAY,8.719841003417969,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,11,33.BMP,TREE,20.48996162414551,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,12,83.BMP,MENTAL,4.82709789276123,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,13,312.bmp,TREE,11.52009201049805,0,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,14,11.BMP,ARRAY,11.5791482925415,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,15,89.BMP,MENTAL,10.45444011688232,0,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,16,101.jpg,MENTAL,6.998661994934082,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,17,140.bmp,CODING,8.183821678161621,0,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,18,42.BMP,TREE,12.77236366271973,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,19,9.BMP,ARRAY,26.60448455810547,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,20,118.jpg,MENTAL,30.08954811096191,0,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,21,209.bmp,TREE,12.02459239959717,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,22,131.bmp,CODING,7.62686014175415,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,23,137.bmp,CODING,36.37251663208008,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,24,3.BMP,ARRAY,13.29472732543945,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,25,66.BMP,MENTAL,4.244847297668457,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,26,23.BMP,ARRAY,16.29289627075195,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,27,96.jpg,MENTAL,6.38046932220459,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,28,113.jpg,MENTAL,18.0234432220459,0,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,29,105.jpg,MENTAL,10.58098316192627,0,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,30,327.bmp,ARRAY,30.21329689025879,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,31,120.jpg,MENTAL,15.6825008392334,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,32,97.jpg,MENTAL,22.06276702880859,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,33,99.jpg,MENTAL,29.2429313659668,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,34,306.bmp,TREE,19.87387275695801,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,35,130.bmp,CODING,12.6926383972168,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,36,324.bmp,CODING,33.87771606445312,0,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,37,76.BMP,MENTAL,9.298188209533691,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,38,126.bmp,CODING,7.227508544921875,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,39,73.BMP,MENTAL,4.667164325714111,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,40,331.bmp,CODING,36.22975158691406,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,41,46.BMP,TREE,11.67323017120361,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,42,38.BMP,TREE,15.92116928100586,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,43,60.BMP,TREE,14.70725536346436,0,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,44,318.bmp,TREE,18.7196216583252,0,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,45,56.BMP,TREE,14.74259376525879,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,46,54.BMP,TREE,22.13553810119629,0,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,47,315.bmp,CODING,10.42392253875732,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,48,16.BMP,ARRAY,25.10929870605469,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,49,22.BMP,ARRAY,9.392141342163086,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,50,133.bmp,CODING,20.84880447387695,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,51,1.BMP,ARRAY,17.01296234130859,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,52,49.BMP,TREE,15.94702911376953,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,53,114.jpg,MENTAL,8.366199493408203,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,54,82.BMP,MENTAL,2.653131008148193,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,55,303.bmp,TREE,11.94616794586182,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,56,213.bmp,TREE,14.17305374145508,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,57,208.bmp,TREE,29.08405113220215,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,58,128.bmp,CODING,18.89447021484375,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,59,147.bmp,CODING,28.06013679504395,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,60,136.bmp,CODING,37.14488983154297,1,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p00047,B,version3,61,72.BMP,MENTAL,5.253386497497559,0,3,2,same,3,same,27,Female,Asian,Full-time job that involves programming,4,2
p19391,A,version3,37,16.BMP,ARRAY,9.003449440002441,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,5,4.BMP,ARRAY,11.69920825958252,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,8,3.BMP,ARRAY,26.322004318237305,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,44,11.BMP,ARRAY,6.675292015075684,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,27,1.BMP,ARRAY,15.202189445495605,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,55,9.BMP,ARRAY,49.592376708984375,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,3,13.BMP,ARRAY,32.31242752075195,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,54,22.BMP,ARRAY,11.047508239746094,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,7,206.bmp,ARRAY,10.527586936950684,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,46,23.BMP,ARRAY,12.06581974029541,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,23,54.BMP,TREE,19.21227264404297,0,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,25,49.BMP,TREE,7.6404218673706055,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,32,56.BMP,TREE,11.534270286560059,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,45,59.BMP,TREE,34.224605560302734,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,60,209.bmp,TREE,12.35568618774414,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,47,46.BMP,TREE,34.83970642089844,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,51,60.BMP,TREE,134.4634246826172,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,33,208.bmp,TREE,14.550156593322754,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,39,42.BMP,TREE,21.55384635925293,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,13,213.bmp,TREE,12.13270378112793,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,48,33.BMP,TREE,18.952468872070312,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,9,97.jpg,MENTAL,67.16728210449219,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,12,83.BMP,MENTAL,6.3539886474609375,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,57,114.jpg,MENTAL,35.2663688659668,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,29,120.jpg,MENTAL,69.335205078125,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,56,93.jpg,MENTAL,23.90732765197754,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,58,73.BMP,MENTAL,6.629876136779785,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,43,89.BMP,MENTAL,6.086692810058594,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,31,98.jpg,MENTAL,84.77698516845703,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,6,96.jpg,MENTAL,16.33918571472168,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,52,82.BMP,MENTAL,4.976032257080078,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,20,105.jpg,MENTAL,50.76423645019531,0,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,35,66.BMP,MENTAL,10.988279342651367,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,28,113.jpg,MENTAL,81.07920837402344,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,19,99.jpg,MENTAL,16.94382667541504,0,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,16,101.jpg,MENTAL,21.829010009765625,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,14,118.jpg,MENTAL,37.10314178466797,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,34,76.BMP,MENTAL,18.625389099121094,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,50,72.BMP,MENTAL,26.569028854370117,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,15,130.bmp,CODING,20.136411666870117,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,26,131.bmp,CODING,7.579243183135986,0,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,42,133.bmp,CODING,27.879629135131836,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,18,128.bmp,CODING,32.94060134887695,0,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,38,136.bmp,CODING,121.75526428222656,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,59,137.bmp,CODING,106.38761138916016,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,49,126.bmp,CODING,56.4271240234375,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,21,140.bmp,CODING,13.741951942443848,0,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,11,147.bmp,CODING,39.57288360595703,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,53,127.bmp,CODING,107.56927490234375,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,40,38.BMP,TREE,8.792088508605957,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,4,303.bmp,TREE,8.841272354125977,0,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,41,306.bmp,TREE,14.601470947265625,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,17,309.bmp,TREE,53.558773040771484,0,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,30,312.bmp,TREE,53.18498992919922,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,1,315.bmp,CODING,15.921354293823242,0,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,36,318.bmp,TREE,145.0571746826172,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,24,321.bmp,TREE,34.63147735595703,1,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,10,324.bmp,CODING,41.431549072265625,0,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,22,330.bmp,ARRAY,27.997127532958984,0,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,A,version3,2,331.bmp,CODING,26.021549224853516,0,2,2,less,4,less,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,42,204.bmp,ARRAY,6.890329360961914,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,7,29.BMP,ARRAY,17.470754623413086,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,23,2.BMP,ARRAY,26.64023780822754,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,29,14.BMP,ARRAY,4.016115188598633,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,32,17.BMP,ARRAY,22.509227752685547,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,37,207.bmp,ARRAY,19.270444869995117,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,51,203.bmp,ARRAY,11.343401908874512,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,50,20.BMP,ARRAY,15.541844367980957,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,30,211.bmp,TREE,30.135417938232422,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,47,41.BMP,TREE,40.162933349609375,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,46,43.BMP,TREE,4.951817512512207,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,49,57.BMP,TREE,42.753875732421875,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,27,37.BMP,TREE,57.8126106262207,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,8,35.BMP,TREE,25.061010360717773,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,39,39.BMP,TREE,50.77424240112305,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,3,51.BMP,TREE,14.588127136230469,0,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,17,40.jpg,TREE,33.90750503540039,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,38,48.BMP,TREE,5.943495273590088,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,36,53.BMP,TREE,11.679210662841797,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,21,71.BMP,MENTAL,50.932674407958984,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,33,112.jpg,MENTAL,56.28563690185547,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,4,106.jpg,MENTAL,35.5629997253418,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,44,91.jpg,MENTAL,9.423678398132324,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,31,109.jpg,MENTAL,118.0810775756836,0,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,14,65.BMP,MENTAL,5.465065002441406,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,28,110.jpg,MENTAL,105.54458618164062,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,26,117.jpg,MENTAL,133.94107055664062,0,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,34,77.BMP,MENTAL,59.97572326660156,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,22,86.BMP,MENTAL,44.64104461669922,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,5,108.jpg,MENTAL,29.510021209716797,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,45,68.BMP,MENTAL,3.7595789432525635,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,15,116.jpg,MENTAL,44.313053131103516,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,16,115.jpg,MENTAL,50.55385971069336,0,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,18,88.BMP,MENTAL,6.226217269897461,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,19,84.BMP,MENTAL,18.53822135925293,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,25,141.bmp,CODING,21.623462677001953,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,12,135.bmp,CODING,31.782060623168945,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,41,145.bmp,CODING,88.93661499023438,0,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,43,143.bmp,CODING,40.09787368774414,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,20,138.bmp,CODING,47.04635238647461,0,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,6,129.bmp,CODING,26.121557235717773,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,2,150.bmp,CODING,24.481332778930664,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,10,302.bmp,TREE,29.706188201904297,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,40,305.bmp,TREE,31.215147018432617,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,48,308.bmp,TREE,72.70536041259766,0,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,1,311.bmp,TREE,34.224952697753906,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,9,317.bmp,TREE,50.23015594482422,0,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,24,323.bmp,TREE,71.6424789428711,0,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,13,325.bmp,CODING,93.51322174072266,0,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,11,329.bmp,ARRAY,30.473709106445312,0,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p19391,C,version2,35,332.bmp,CODING,87.11579132080078,1,1,2,N/A,4,N/A,18,Female,Asian,Non-computing student,1,1
p00209,B,version2,1,146.bmp,CODING,36.12070083618164,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,2,150.bmp,CODING,18.56882667541504,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,3,84.BMP,MENTAL,7.198105812072754,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,4,29.BMP,ARRAY,14.98292541503906,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,5,311.bmp,TREE,32.76971817016602,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,6,112.jpg,MENTAL,43.98924255371094,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,7,308.bmp,TREE,54.70411682128906,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,8,119.jpg,MENTAL,21.9204273223877,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,9,5.BMP,ARRAY,10.51670169830322,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,10,141.bmp,CODING,21.44316673278809,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,11,116.jpg,MENTAL,17.55444145202637,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,12,68.BMP,MENTAL,6.316501140594482,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,13,39.BMP,TREE,16.55525970458984,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,14,332.bmp,CODING,72.51985931396484,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,15,53.BMP,TREE,9.101393699645996,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,16,65.BMP,MENTAL,6.538290500640869,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,17,132.bmp,CODING,16.06827545166016,0,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,18,64.BMP,MENTAL,5.259267807006836,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,19,43.BMP,TREE,11.91142559051514,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,20,57.BMP,TREE,15.18147087097168,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,21,207.bmp,ARRAY,37.17081069946289,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,22,108.jpg,MENTAL,24.09645462036133,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,23,88.BMP,MENTAL,12.14267444610596,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,24,106.jpg,MENTAL,24.87880897521973,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,25,40.jpg,TREE,10.87027835845947,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,26,203.bmp,ARRAY,14.56573295593262,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,27,305.bmp,TREE,36.04988098144531,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,28,20.BMP,ARRAY,17.92729949951172,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,29,314.bmp,TREE,27.01251411437988,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,30,14.BMP,ARRAY,15.83362865447998,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
p00209,B,version2,31,211.bmp,TREE,18.25589370727539,1,3,4,more,2,more,23,Female,White,Computing Student (undergraduate),6,6
